cliente_id,probabilidad,nivel_riesgo,motivo_principal,top_3_motivos,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents
9851-KIELU,0.6397671393447791,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,10,110.1,1043.3,0,No,No
1475-VWVDO,0.6394618628904447,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Antigüedad,Month-to-month,Fiber optic,Electronic check,7,74.9,490.55,0,No,No
8212-DJRCH,0.6363155214435936,ALTO,Seguridad en línea: no,Seguridad en línea: no | Antigüedad | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Mailed check,5,90.35,434.5,0,Yes,Yes
0023-XUOPT,0.6346109836035364,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Facturación sin papel: no,Month-to-month,Fiber optic,Electronic check,13,94.1,1215.6,0,Yes,No
2057-ZBLPD,0.6343969452608872,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,21,86.5,1808.7,0,Yes,No
9752-ZNQUT,0.6335935418961584,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,1,48.6,48.6,0,No,No
9866-QEVEE,0.6331347768034218,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Bank transfer (automatic),19,86.0,1532.45,0,No,No
3976-NLDEZ,0.6330317832500331,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,20.6,20.6,0,No,No
6173-GOLSU,0.6316519433073083,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),67,94.65,6079.0,1,Yes,No
7181-OQCUT,0.6295568075142817,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Seguridad en línea: no,Month-to-month,Fiber optic,Mailed check,21,103.85,2215.0,0,No,No
0952-KMEEH,0.629344042582829,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Seguridad en línea: no,Month-to-month,Fiber optic,Mailed check,13,98.15,1230.25,0,No,No
6705-LXORM,0.6287394158742798,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo mensual,Month-to-month,Fiber optic,Electronic check,5,70.05,302.6,1,Yes,No
6077-BDPXA,0.6282236080343264,ALTO,Cargo mensual,Cargo mensual | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,3,70.15,194.2,0,No,No
4846-WHAFZ,0.6271828986902477,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,37,76.5,2868.15,1,Yes,No
1319-YLZJG,0.624495901368546,ALTO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,12,84.6,959.9,0,Yes,No
5103-MHMHY,0.6219842045204166,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,DSL,Mailed check,1,45.95,45.95,0,No,Yes
8785-CJSHH,0.6218970932953282,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,60,99.8,5985.75,0,Yes,No
0923-PNFUB,0.6218108162793421,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,3,83.75,247.25,0,No,No
1471-GIQKQ,0.620155118673637,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,1,49.95,49.95,0,No,No
6128-AQBMT,0.6192962648905113,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,41,53.95,2215.4,1,Yes,No
1452-KIOVK,0.6186207160589481,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Credit card (automatic),22,89.1,1949.4,0,No,Yes
1575-KRZZE,0.6185201902830094,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Método de pago: cheque electrónico,Month-to-month,DSL,Electronic check,4,55.2,220.65,0,No,No
7534-BFESC,0.6182998118636075,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,24,76.1,1712.7,1,No,No
4581-LNWUM,0.6182555171561609,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Método de pago: cheque electrónico | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,13,49.15,649.4,0,No,No
4067-HLYQI,0.6175868200416186,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Bank transfer (automatic),33,70.4,2406.1,0,No,No
0004-TLHLJ,0.6155723652272433,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo mensual | Antigüedad,Month-to-month,Fiber optic,Electronic check,4,73.9,280.85,0,No,No
8601-QACRS,0.6132826123184143,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,DSL,Mailed check,5,50.6,249.95,0,No,No
9629-NHXFW,0.6127882566158377,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,19.4,19.4,0,Yes,Yes
4317-VTEOA,0.6127110371973089,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,1,50.75,50.75,0,No,No
3858-VOBET,0.6117178645153069,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,23,74.95,1710.45,0,No,No
3365-SAIGS,0.6105724308361841,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,17,83.55,1329.15,0,No,No
3540-RZJYU,0.6097108919958288,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Seguridad en línea: no,Month-to-month,Fiber optic,Electronic check,15,86.2,1270.2,0,No,No
2187-PKZAY,0.6092581471014599,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Seguridad en línea: no,Month-to-month,Fiber optic,Bank transfer (automatic),12,79.95,1043.4,0,No,No
1622-HSHSF,0.6091303104646549,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,19.55,19.55,0,No,No
5650-YLIBA,0.6090322645534564,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,31,81.15,2640.55,0,No,No
2694-CIUMO,0.6089800666578268,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Método de pago: cheque electrónico,Month-to-month,Fiber optic,Credit card (automatic),12,79.55,958.25,0,No,No
8059-UDZFY,0.6085325839055148,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,Month-to-month,Fiber optic,Bank transfer (automatic),33,105.35,3465.05,1,No,Yes
1112-CUNAO,0.6072700640233625,ALTO,Facturación sin papel: no,Facturación sin papel: no | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,15,89.85,1424.95,1,No,No
3197-ARFOY,0.6072281886804698,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Soporte técnico: no,Month-to-month,Fiber optic,Mailed check,19,105.0,2007.25,1,No,No
6712-OAWRH,0.6066752524583815,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,26,91.25,2351.8,1,No,No
6377-WHAOX,0.6064050145731379,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,60,106.15,6411.25,0,Yes,No
8696-JKZNU,0.6061314389681116,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,37,76.25,2841.55,1,No,No
7354-OIJLX,0.6057914686006606,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo mensual,Month-to-month,Fiber optic,Electronic check,9,75.85,724.65,0,No,No
4647-MUZON,0.6051813246457889,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Credit card (automatic),18,95.95,1745.5,0,Yes,No
8757-TFHHJ,0.6047177639713622,ALTO,Antigüedad,Antigüedad | Seguridad en línea: no | Cargo acumulado,Month-to-month,DSL,Credit card (automatic),1,49.8,49.8,0,No,No
8749-CLJXC,0.6044304871253293,ALTO,Cargo acumulado,Cargo acumulado | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,20.05,20.05,0,No,No
5339-PXDVH,0.6029439016390186,ALTO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,4,90.65,367.95,0,No,No
9779-DPNEJ,0.6026685871771031,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,22,80.15,1790.65,0,Yes,Yes
6304-IJFSQ,0.6013231925626433,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,DSL,Mailed check,3,49.9,130.1,0,No,No
8378-LKJAF,0.5973652573960121,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Credit card (automatic),38,101.15,3956.7,0,Yes,Yes
2955-BJZHG,0.5957669014840395,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,17,80.85,1400.85,0,Yes,Yes
0823-HSCDJ,0.5954267241190366,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,52,49.15,2550.9,1,No,No
7018-WBJNK,0.5950073193761571,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Método de pago: cheque electrónico,Month-to-month,Fiber optic,Credit card (automatic),13,78.3,1033.95,0,No,Yes
0256-LTHVJ,0.5948557381866465,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,28,81.05,2227.1,0,Yes,Yes
8058-DMYRU,0.5947138197949419,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,54,90.05,4931.8,1,No,No
4919-IKATY,0.5930140766871298,ALTO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,5,84.5,453.75,0,Yes,Yes
9572-WUKSB,0.592818530616781,ALTO,Antigüedad,Antigüedad | Soporte técnico: no | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,3,29.9,92.25,0,Yes,No
0015-UOCOJ,0.5922319059755924,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Método de pago: cheque electrónico,Month-to-month,DSL,Electronic check,7,48.2,340.35,1,No,No
6048-QBXKL,0.5916580296951092,ALTO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Tipo de contrato: mes a mes,Month-to-month,DSL,Credit card (automatic),2,56.55,118.25,1,No,No
7460-ITWWP,0.5892059027045765,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,45,86.1,3861.45,1,Yes,No
2452-KDRRH,0.5891085434115059,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),67,101.4,6841.05,1,No,No
1895-QTKDO,0.586718280918869,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Cargo mensual,Month-to-month,DSL,Credit card (automatic),1,43.95,43.95,0,No,No
2478-EEWWM,0.5842635257047113,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,59,44.3,2666.75,0,Yes,No
0265-PSUAE,0.5839072776081102,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Seguridad en línea: no,Month-to-month,Fiber optic,Bank transfer (automatic),16,100.7,1522.7,0,Yes,Yes
3524-WQDSG,0.5834195155960378,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Bank transfer (automatic),43,99.3,4209.95,0,Yes,Yes
0988-JRWWP,0.5834110956859307,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,3,54.2,140.4,0,No,No
0963-ZBDRN,0.583192172712824,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,32,96.2,3183.4,0,No,No
1989-PRJHP,0.5830965908572106,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,27,75.5,1893.95,1,Yes,No
9927-DSWDF,0.579424161856399,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Soporte técnico: no,Month-to-month,Fiber optic,Electronic check,22,104.6,2180.55,0,Yes,No
6542-LWGXJ,0.5763766985528269,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Mailed check,3,25.0,78.25,0,Yes,No
5373-SFODM,0.5756832817265276,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Credit card (automatic),36,85.25,3132.75,1,Yes,No
9465-RWMXL,0.5732081160623244,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,32,78.9,2447.95,0,Yes,No
4013-GUXND,0.5719091931353394,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,20.8,20.8,0,No,No
5440-VHLUL,0.5717890347974016,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,Fiber optic,Bank transfer (automatic),69,105.2,7386.05,0,No,No
9450-TRJUU,0.5715817423744739,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,35,83.15,2848.45,0,No,No
0899-LIIBW,0.5707548033076627,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,34,100.85,3527.3,0,Yes,No
0581-BXBUB,0.570532609037909,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Facturación sin papel: no,Month-to-month,Fiber optic,Electronic check,4,72.75,317.75,1,No,No
0410-IPFTY,0.5700846019986553,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Bank transfer (automatic),31,83.85,2674.15,0,Yes,No
9112-WSNPU,0.5699659684731648,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,35,70.55,2419.0,1,No,No
0082-OQIQY,0.569817586941915,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Soporte técnico: no,Month-to-month,Fiber optic,Electronic check,29,94.2,2607.6,0,No,No
1902-XBTFB,0.5679179523847926,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,22,89.4,2001.5,0,No,Yes
3466-RITXD,0.5660905970494361,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Credit card (automatic),26,92.4,2349.8,0,No,No
7733-UDMTP,0.5652215855324685,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,57,55.0,3094.05,1,No,No
0599-XNYDO,0.5647921247487384,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Bank transfer (automatic),20,69.8,1540.35,0,Yes,No
1942-OQFRW,0.5647532700421145,ALTO,Antigüedad,Antigüedad | Cargo mensual | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,1,44.0,44.0,0,No,No
6080-TCMYC,0.5633860318404424,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,40,81.2,3292.3,0,Yes,Yes
5129-JLPIS,0.5615669911340164,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Tipo de contrato: mes a mes | Seguridad en línea: no,Month-to-month,Fiber optic,Electronic check,25,105.5,2686.05,0,No,No
9389-ACWBI,0.5609290944927484,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Credit card (automatic),5,69.95,320.4,0,Yes,Yes
2778-OCLGR,0.5607310475344951,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,Month-to-month,DSL,Bank transfer (automatic),24,39.1,971.3,1,Yes,No
2480-SQIOB,0.5602095344534177,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,4,44.8,169.65,0,Yes,Yes
0581-MDMPW,0.5589141551655421,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Cargo acumulado | Antigüedad,Month-to-month,Fiber optic,Credit card (automatic),24,88.95,2072.75,0,No,No
4660-IRIBM,0.5587368145505058,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Método de pago: cheque electrónico,Month-to-month,Fiber optic,Mailed check,18,87.9,1500.5,0,Yes,Yes
3374-LXDEV,0.5572054000422243,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Facturación sin papel: no,Month-to-month,Fiber optic,Electronic check,13,89.4,1132.35,0,No,No
5281-BUZGT,0.55460151404638,ALTO,Antigüedad,Antigüedad | Seguridad en línea: no | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,36,90.85,3186.7,1,No,No
4818-QIUFN,0.5536357560867828,ALTO,Seguridad en línea: no,Seguridad en línea: no | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,20,79.15,1520.9,1,No,No
8393-DLHGA,0.5536309533779864,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,25,95.9,2448.75,0,No,Yes
4667-OHGKG,0.5522440011446973,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,No,Mailed check,1,19.3,19.3,0,No,No
5144-TVGLP,0.5520138951667497,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Facturación sin papel: no,Month-to-month,Fiber optic,Electronic check,38,94.75,3653.0,1,No,No
3877-JRJIP,0.5517228384127378,ALTO,Cargo mensual,Cargo mensual | Antigüedad | Servicio de internet: fibra óptica,Month-to-month,DSL,Electronic check,1,59.85,59.85,0,No,No
4658-HCOHW,0.5516965402971586,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Soporte técnico: no,Month-to-month,Fiber optic,Electronic check,21,102.8,2110.15,0,Yes,Yes
4154-AQUGT,0.5481378299981601,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Soporte técnico: no | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Bank transfer (automatic),13,89.05,1169.35,1,Yes,No
7579-OOPEC,0.5471419377456542,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,DSL,Credit card (automatic),2,50.15,115.1,1,Yes,No
1302-UHBDD,0.5469007750859477,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Antigüedad,Month-to-month,Fiber optic,Electronic check,20,89.95,1648.45,1,No,No
0730-KOAVE,0.5454515324634357,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,Month-to-month,Fiber optic,Credit card (automatic),30,94.3,2679.7,0,No,No
1894-IGFSG,0.5454032129494039,ALTO,Cargo acumulado,Cargo acumulado | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,22,89.25,1907.85,0,No,No
6022-UGGSO,0.5450797557530009,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,32,74.4,2276.95,1,No,No
9944-AEXBM,0.54449925535062,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Bank transfer (automatic),32,85.65,2664.3,0,No,No
4412-YLTKF,0.5438221372238184,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,27,78.05,2135.5,1,No,No
2604-IJPDU,0.5430012675788805,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Soporte técnico: no,Month-to-month,Fiber optic,Electronic check,20,96.55,1901.65,0,Yes,No
0531-ZZJWQ,0.542571879893447,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,55,74.0,4052.4,1,Yes,No
8621-MNIHH,0.5421398560788123,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,34,94.25,3217.55,1,Yes,No
8818-DOPVL,0.541464901181504,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,46,104.45,4863.85,1,No,No
1261-FWTTE,0.5398941248015222,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,DSL,Bank transfer (automatic),23,34.65,768.45,1,No,No
8728-SKJLR,0.539761998749853,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,41,74.25,3089.1,0,No,No
7404-JLKQG,0.5382612271255927,ALTO,Cargo mensual,Cargo mensual | Servicio de internet: fibra óptica | Antigüedad,Month-to-month,DSL,Electronic check,3,57.55,161.45,0,No,No
3923-CSIHK,0.5369151968698984,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Electronic check,50,71.05,3444.85,1,Yes,No
9167-APMXZ,0.5349594067841146,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Método de pago: cheque electrónico,Month-to-month,Fiber optic,Bank transfer (automatic),22,84.15,1821.95,0,No,No
4690-LLKUA,0.5349428812097411,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,DSL,Electronic check,17,45.05,770.6,1,No,No
5228-EXCET,0.5335333954793585,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Cargo acumulado,Month-to-month,Fiber optic,Electronic check,13,80.85,1008.7,0,No,No
7851-FLGGQ,0.532050589260857,ALTO,Antigüedad,Antigüedad | Soporte técnico: no | Tipo de contrato: mes a mes,Month-to-month,DSL,Mailed check,1,44.65,44.65,0,No,No
9732-KPKBW,0.5311991418527693,ALTO,Antigüedad,Antigüedad | Soporte técnico: no | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,1,53.95,53.95,0,No,No
6402-EJMWF,0.5308278142676214,ALTO,Antigüedad,Antigüedad | Servicio de internet: fibra óptica | Cargo mensual,Month-to-month,DSL,Mailed check,4,55.3,238.5,0,No,No
9819-FBNSV,0.5302318621628427,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,Month-to-month,Fiber optic,Bank transfer (automatic),37,72.25,2575.45,1,Yes,No
2482-CZGBB,0.5295569792914333,ALTO,Cargo mensual,Cargo mensual | Tipo de contrato: mes a mes | Servicio de internet: fibra óptica,Month-to-month,Fiber optic,Electronic check,10,70.0,740.0,0,No,No
1587-FKLZB,0.5273855392177637,ALTO,Antigüedad,Antigüedad | Cargo acumulado | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Credit card (automatic),66,99.5,6822.15,1,Yes,Yes
3312-ZWLGF,0.5262564910977374,ALTO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Soporte técnico: no,Month-to-month,Fiber optic,Electronic check,29,79.3,2414.55,1,Yes,No
7957-RYHQD,0.525956353569859,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,Month-to-month,Fiber optic,Credit card (automatic),40,79.2,3233.85,1,No,No
9512-UIBFX,0.5230596138392579,ALTO,Cargo acumulado,Cargo acumulado | Servicio de internet: fibra óptica | Tipo de contrato: mes a mes,Month-to-month,Fiber optic,Mailed check,18,95.15,1779.95,0,Yes,Yes
1092-GANHU,0.5224371670460393,ALTO,Cargo acumulado,Cargo acumulado | Tipo de contrato: mes a mes | Método de pago: cheque electrónico,Month-to-month,Fiber optic,Electronic check,17,76.65,1313.55,0,No,No
8993-PHFWD,0.5223540812050697,ALTO,Servicio de internet: fibra óptica,Servicio de internet: fibra óptica | Antigüedad | Tipo de contrato: mes a mes,Month-to-month,DSL,Electronic check,3,25.25,58.9,0,No,No
4248-QPAVC,0.5221769747291173,ALTO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Servicio de internet: fibra óptica | Seguridad en línea: no,Month-to-month,Fiber optic,Bank transfer (automatic),17,85.35,1463.45,1,Yes,No
